time,lat,lon
2022-09-09 12:07:04.119767,32.98687399999999,-96.74965849999998
2022-09-09 12:07:05.128734,32.986885166666674,-96.74965866666669
2022-09-09 12:07:06.138413,32.986897500000005,-96.74965983333335
2022-09-09 12:07:07.130980,32.98690983333333,-96.74966133333334
2022-09-09 12:07:08.134689,32.986920999999995,-96.74965916666666
2022-09-09 12:08:04.122369,32.98738483333333,-96.74949333333333
2022-09-09 12:08:05.147054,32.98738633333333,-96.74948216666665
2022-09-09 12:08:06.154738,32.987387500000004,-96.74946816666667
2022-09-09 12:08:07.138121,32.98738883333333,-96.74945683333333
2022-09-09 12:08:08.137796,32.9873885,-96.74944533333334
2022-09-09 12:09:04.124262,32.98741183333333,-96.74880999999998
2022-09-09 12:09:05.147144,32.987408166666675,-96.74879849999999
2022-09-09 12:09:06.134478,32.9874065,-96.74878316666667
2022-09-09 12:09:07.133850,32.98740600000001,-96.74876916666665
2022-09-09 12:09:08.143475,32.98740733333333,-96.74875033333335
2022-09-09 12:10:04.148093,32.987092999999994,-96.74830133333336
2022-09-09 12:10:05.157409,32.98710933333333,-96.74828883333332
2022-09-09 12:10:06.156613,32.987103000000005,-96.74827750000001
2022-09-09 12:10:07.157852,32.98710033333333,-96.74826800000001
2022-09-09 12:10:08.153851,32.98711,-96.74825133333334
2022-09-09 12:11:04.107354,32.986363833333336,-96.748395
2022-09-09 12:11:05.142134,32.986349333333344,-96.74839300000001
2022-09-09 12:11:06.148665,32.986336333333334,-96.7483835
2022-09-09 12:11:07.139475,32.986326,-96.748374
2022-09-09 12:11:08.139037,32.986318,-96.74836233333332
2022-09-09 12:12:04.109058,32.985748166666674,-96.74849583333335
2022-09-09 12:12:05.122233,32.985747499999995,-96.74850966666666
2022-09-09 12:12:06.118715,32.985744999999994,-96.74852150000001
2022-09-09 12:12:07.115459,32.98574633333333,-96.7485325
2022-09-09 12:13:04.108517,32.985727833333335,-96.74920133333332
2022-09-09 12:13:05.121367,32.98572716666666,-96.74921283333335
2022-09-09 12:13:06.124690,32.98572899999999,-96.74922416666669
2022-09-09 12:13:07.114006,32.98573016666666,-96.74923500000001
2022-09-09 12:13:08.109706,32.98573400000001,-96.74924266666667
2022-09-09 12:14:04.126952,32.98587833333333,-96.74971683333334
2022-09-09 12:14:05.134987,32.98589083333332,-96.74972066666665
2022-09-09 12:14:06.145502,32.985903166666674,-96.74972383333335
2022-09-09 12:14:07.133534,32.985915,-96.74972316666664
2022-09-09 12:14:08.137271,32.98592283333333,-96.74972183333333
2022-09-09 12:15:04.128381,32.986502,-96.74967399999998
2022-09-09 12:15:05.124096,32.98651433333334,-96.74967649999998
2022-09-09 12:15:06.132511,32.986526,-96.74967966666667
2022-09-09 12:15:07.121490,32.986536,-96.74967916666668
2022-09-09 12:16:04.126188,32.98677716666666,-96.74939316666665
2022-09-09 12:16:05.147135,32.98676749999999,-96.7493805
2022-09-09 12:16:06.154225,32.98676983333333,-96.74937666666668
2022-09-09 12:16:07.148478,32.98677333333333,-96.74937316666667
2022-09-09 12:16:08.148062,32.98678866666667,-96.74937266666666
2022-09-09 12:17:04.101396,32.98672033333333,-96.7488535
2022-09-09 12:17:05.118869,32.98672333333333,-96.74883783333334
2022-09-09 12:17:06.122639,32.986768500000004,-96.74880783333334
2022-09-09 12:17:07.122928,32.98678699999999,-96.74879683333332
2022-09-09 12:17:08.122467,32.98679683333334,-96.74878116666665
2022-09-09 12:19:04.109406,32.98717216666666,-96.74832866666665
2022-09-09 12:19:05.130968,32.987176000000005,-96.74833033333334
2022-09-09 12:19:06.137061,32.987176833333336,-96.74832950000001
2022-09-09 12:19:07.129426,32.987183166666675,-96.74833133333335
2022-09-09 12:20:04.158019,32.98720866666666,-96.74848933333332
2022-09-09 12:20:05.156490,32.9872045,-96.74847283333331
2022-09-09 12:20:06.164354,32.98721783333334,-96.748383
2022-09-09 12:20:07.197441,32.98722716666666,-96.74832483333334
2022-09-09 12:21:04.136611,32.98726466666667,-96.7483061666667
2022-09-09 12:21:05.165056,32.987256833333326,-96.748313
2022-09-09 12:21:06.167779,32.987239333333335,-96.74832433333334
2022-09-09 12:21:07.218754,32.98721916666667,-96.748332
2022-09-09 12:21:08.158807,32.98721616666667,-96.74832483333334
2022-09-09 12:22:04.123403,32.98741133333333,-96.74808483333332
2022-09-09 12:22:05.137339,32.9874205,-96.74807166666666
2022-09-09 12:22:06.134923,32.98741533333334,-96.7480645
2022-09-09 12:22:07.135421,32.9874095,-96.7480545
2022-09-09 12:22:08.135210,32.987379,-96.74803683333333
2022-09-09 12:23:04.147391,32.98723,-96.74829949999999
2022-09-09 12:23:05.192523,32.987221166666664,-96.7483001666667
2022-09-09 12:23:06.223195,32.987208833333334,-96.748298
2022-09-09 12:23:07.314078,32.98719666666666,-96.74829316666668
2022-09-09 12:23:08.382490,32.98718733333333,-96.74829566666668
2022-09-09 12:24:04.139631,32.987168,-96.74854333333332
2022-09-09 12:24:05.138412,32.9871745,-96.74856800000002
2022-09-09 12:24:06.142697,32.98719733333333,-96.74862116666668
2022-09-09 12:24:07.139686,32.987215,-96.74867383333334
2022-09-09 12:25:04.104821,32.98721449999999,-96.74875899999999
2022-09-09 12:25:05.122435,32.987216,-96.74876783333333
2022-09-09 12:25:06.127387,32.98720983333333,-96.74875750000001
2022-09-09 12:25:07.123578,32.987208,-96.74875266666669
2022-09-09 12:25:08.122826,32.98720683333333,-96.74871266666666
2022-09-09 12:26:04.096220,32.98711216666666,-96.74841083333335
2022-09-09 12:26:05.113552,32.987119333333325,-96.74840716666668
2022-09-09 12:26:06.108401,32.987115499999994,-96.74840133333335
2022-09-09 12:26:07.109736,32.98711,-96.74841166666666
2022-09-09 12:26:08.114277,32.98710483333333,-96.74841450000001
2022-09-09 12:27:04.114780,32.987297999999996,-96.74856733333331
2022-09-09 12:27:05.129319,32.98731133333333,-96.74857599999999
2022-09-09 12:27:06.135166,32.987315333333335,-96.74859083333334
2022-09-09 12:27:07.132289,32.98731000000001,-96.74861983333332
2022-09-09 12:27:08.132042,32.98730666666667,-96.74863866666668
2022-09-09 12:28:04.116689,32.98720116666667,-96.74842916666665
2022-09-09 12:28:05.125908,32.9872015,-96.74842416666667
2022-09-09 12:28:06.127203,32.987198666666664,-96.74841766666665
2022-09-09 12:28:07.127333,32.98719783333333,-96.748399
2022-09-09 12:28:08.124293,32.98719233333334,-96.74838166666666
2022-09-09 12:29:04.114416,32.98719233333334,-96.74790333333333
2022-09-09 12:29:05.138600,32.987179833333336,-96.74790416666669
2022-09-09 12:29:06.141079,32.98717083333334,-96.74791099999999
2022-09-09 12:29:07.141108,32.98716366666667,-96.74791716666664
2022-09-09 12:29:08.140607,32.98716433333333,-96.74792450000001
2022-09-09 12:30:04.125364,32.987142,-96.748116
2022-09-09 12:30:05.143846,32.987139166666665,-96.74813166666665
2022-09-09 12:30:06.145876,32.98713133333334,-96.74814416666669
2022-09-09 12:30:07.145983,32.987127666666666,-96.74815583333333
2022-09-09 12:30:08.145892,32.98713733333334,-96.74816216666669
2022-09-09 12:31:04.164303,32.987204,-96.7486625
2022-09-09 12:31:05.160567,32.987195666666665,-96.7486665
2022-09-09 12:31:06.163913,32.98718833333333,-96.74866183333334
2022-09-09 12:31:07.163586,32.98718083333333,-96.74865816666669
2022-09-09 12:32:04.114254,32.98733033333333,-96.7483715
2022-09-09 12:32:05.149639,32.98732733333333,-96.74838499999998
2022-09-09 12:32:06.151034,32.98732633333333,-96.7484035
2022-09-09 12:32:07.148873,32.9873285,-96.74840633333334
